NR,ID,Order,Date,Island,Location,Site,Altitude,Docility,docility_time,docility_obs,Net Number,band,ColoRS RiGht,ColoRS Left,Species,Sex,age,Plum,BP.CP,Beak LengthA,Beak LengthB,Beak LengthC,Beak DepthA,Beak DepthB,Beak DepthC,Beak WidthA,Beak WidthB,Beak WidthC,Head Length,Head Depth,Head Width,Tarsus,Wing Chord,TipA,TipB,TipC,SideA,SideB,SideC,Mass,Blood,By?,Feces,Feces.Notes,Pox.Notes,Molting.Notes,temperature,Photo,Page_data_sheet,Notes,Meanbeaklength,Meanbeakdepth,Meanbeakwidth,Meantip,Meanside,Year,Logitud,Latitud,Recapture,Recapture.1,Recapture.2,Recapture.3,Extra.notes,DataSource,Sex0,Species1,Species0,MedianTip,MedianSide,Plum0,blackness,BANDER,BANDFINAL,CAPTURE,STATUS,sex,AdultMale,Species2,Head Length_correction_2018,MedianBeakLength,MedianBeakDepth,MedianBeakWidth,Blood samples location,Blood sample types,Position_storage,Comments,DNA extraction who,DNA extraction date,DNA extraction protocol,Notes,DNA.Box_location,Box.number,Nano.Quant,Pico.Green.ng.ul,Comment.Pico.Green,RAD.Library,Genomic.analysis,unique_ID,Importation_permit_number_CFIA,Other_projects,Original.sort
,12913,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0264,,,crassirostris,m,ad,5,1,9.98,,,10.77,,,9.85,,,,,,27.52,86,,,,,,,33.2,y,MOB,?,,n,n,,y,17,Missing toe L1,9.98,10.77,9.85,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.98,10.77,9.85,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12914,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0265,,,crassirostris,f,ad,,0,10.47,,,11.25,,,9.98,,,,,,26.6,83,,,,,,,33,y,KG,?,,n,n,,y,17,,10.47,11.25,9.98,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.47,11.25,9.98,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12915,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0267,,,crassirostris,m,ad,5,2,10.85,,,10.95,,,10.21,,,,,,20.06,83,,,,,,,36,y,KG,?,,n,n,,y,17,,10.85,10.95,10.21,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.85,10.95,10.21,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12916,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,RHC552,,,crassirostris,m,ad,2,0,10.52,,,10.87,,,10.19,,,,,,28.54,84,,,,,,,34.5,y,MOB,?,,n,y,,y,17,,10.52,10.87,10.19,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.52,10.87,10.19,,,,,,,,,,,,,,,,,,,
,12917,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0268,,,crassirostris,m,ad,1,0,10.48,,,11.54,,,10.19,,,,,,28.48,84,,,,,,,31.4,y,KG,?,,n,n,,y,17,,10.48,11.54,10.19,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.48,11.54,10.19,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12918,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,2,LF5990,,,fuliginosa,f,ad,,4,8.52,,,6.88,,,7.03,,,,,,20.05,61,,,,,,,14.8,y,MOB,?,,y,n,,y,17,,8.52,6.88,7.03,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.52,6.88,7.03,RM (2019 Binder),BC,Binder_2019_P41,,,,,,,,,,,,,,,,
,12919,,2/22/19,Santa Cruz,Academy Bay,,Lowland,NA,,,2,PP1A702,,,crassirostris,m,ad,5,0,10.35,,,11.98,,,10.22,,,,,,23.93,79,,,,,,,30.8,y,KG,?,,n,n,,y,17,,10.35,11.98,10.22,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.35,11.98,10.22,RM (2019 Binder),BC,Binder_2019_P09,,,,,,,,,,,,,,,,
,12920,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5020,blue+red-silver,red+blue,fuliginosa,m,ad,5,1,9.12,,,6.84,,,7.09,,,,,,20.14,65,,,,,,,15.2,y,MOB,y,,n,y,,y,18,,9.12,6.84,7.09,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.12,6.84,7.09,RM (2019 Binder),BC,Binder_2019_P43,,,,,,,,,,,,,,,,
,12921,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0288,yellow+green-silver,white,fuliginosa,m,ad,4,2,8.57,,,6.69,,,6.94,,,,,,19.3,64,,,,,,,14.6,y,MOB,y,,n,y,,y,18,Missing claw L4,8.57,6.69,6.94,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.57,6.69,6.94,RM (2019 Binder),BC,Binder_2019_P42,,,,,,,,,,,,,,,,
,12922,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5991,green-silver,green+yellow,fuliginosa,f,ad,,1,8.55,,,6.47,,,6.71,,,,,,19.03,59,,,,,,,15,y,MOB,y,,n,n,,y,18,,8.55,6.47,6.71,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.55,6.47,6.71,RM (2019 Binder),BC,Binder_2019_P48,,,,,,,,,,,,,,,,
,12923,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0287,blue+red-silver,grey,fuliginosa,m,ad,5,1,9.68,,,7.51,,,7.24,,,,,,21.09,64,,,,,,,14.3,y,KG,y,,y,n,,y,18,Found hanging dead in a tree. Took down to read bands 2019-3-17,9.68,7.51,7.24,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.68,7.51,7.24,RM (2019 Binder),BC,Binder_2019_P42,,,,,,,,,,,,,,,,
,12924,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5992,grey-silver,yellow+green,fuliginosa,f,ad,,4,8.61,,,6.9,,,6.84,,,,,,19.6,61.5,,,,,,,13.9,y,MOB,y,,y,n,,y,18,"Missing claw R2, L1",8.61,6.9,6.84,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.61,6.9,6.84,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12925,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0286,orange-silver,red+blue,fortis,f,ad,,1,11.87,,,10.13,,,9.85,,,,,,20.33,68,,,,,,,18.9,y,MOB,y,,n,y,,y,18,,11.87,10.13,9.85,,,2019,,,,,,,,,,,,,,,,,,,,,,,,11.87,10.13,9.85,RM (2019 Binder),BC,Binder_2019_P22,,,,,,,,,,,,,,,,
,12926,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5993,green+yellow-silver,blue+red,fuliginosa,f,ad,,4,8.66,,,7.05,,,7.03,,,,,,20.01,62,,,,,,,15.4,y,MOB,y,,n,y,,y,18,,8.66,7.05,7.03,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.66,7.05,7.03,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12927,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0285,green+yellow-silver,black,scandens,m,ad,5,1,14.89,,,8.91,,,8.8,,,,,,21.69,71,,,,,,,23.9,y,MOB,y,,n,y,,y,18,,14.89,8.91,8.8,,,2019,,,,,,,,,,,,,,,,,,,,,,,,14.89,8.91,8.8,RM (2019 Binder),BC,Binder_2019_P57,,,,,,,,,,,,,,,,
,12928,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5994,brown-silver,black,fuliginosa,f,ad,,1,8.51,,,7.07,,,6.45,,,,,,19.66,62.5,,,,,,,14,y,MOB,y,,?,y,,y,18,,8.51,7.07,6.45,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.51,7.07,6.45,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12929,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0284,blue+red-silver,red,fortis,f,ad,,3,12.68,,,10.15,,,9.29,,,,,,21.18,69,,,,,,,20,y,MOB,y,,y,y,,y,18,Tip of the beak long and pointy,12.68,10.15,9.29,,,2019,,,,,,,,,,,,,,,,,,,,,,,,12.68,10.15,9.29,RM (2019 Binder),BC,Binder_2019_P22,,,,,,,,,,,,,,,,
,12930,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5995,silver-red+blue,red+blue,fuliginosa,f,ad,,4,8.45,,,6.96,,,6.68,,,,,,19.19,62,,,,,,,15.2,y,MOB,y,,n,n,,y,19,,8.45,6.96,6.68,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.45,6.96,6.68,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12931,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0283,,,crassirostris,m,ad,5,2,10.68,,,11.01,,,9.82,,,,,,26.81,84,,,,,,,30.7,y,MOB,y,,y,n,,y,19,"Toe missing L1, L2, L4",10.68,11.01,9.82,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.68,11.01,9.82,RM (2019 Binder),BC,Binder_2019_P11,,,,,,,,,,,,,,,,
,12932,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,JP9615,yellow+green-silver,blue,fuliginosa,m,ad,5,1,8.44,,,6.84,,,6.69,,,,,,19.46,63,,,,,,,13.9,y,MOB,y,,n,n,,y,19,,8.44,6.84,6.69,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.44,6.84,6.69,RM (2019 Binder),BC,Binder_2019_P53,,,,,,,,,,,,,,,,
,12933,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0282,blue-silver,yellow+green,fortis,f,ad,,0,11.93,,,10.8,,,10.03,,,,,,22.69,70,,,,,,,22.1,y,MOB,y,,n,y,,y,19,,11.93,10.8,10.03,,,2019,,,,,,,,,,,,,,,,,,,,,,,,11.93,10.8,10.03,RM (2019 Binder),BC,Binder_2019_P22,,,,,,,,,,,,,,,,
,12934,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0281,yellow-silver,red+white,fuliginosa,m,ad,4,1,8.81,,,7.13,,,7,,,,,,19.84,63.5,,,,,,,15,y,MOB,y,,y,y,,y,19,,8.81,7.13,7,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.81,7.13,7,RM (2019 Binder),BC,Binder_2019_P42,,,,,,,,,,,,,,,,
,12935,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0280,,,fortis,f,ad,,,,,,,,,,,,,,,,,,,,,,,,n,,n,,y,,,n,19,Measurements not taken bc of broken foot due to pox,#DIV/0!,#DIV/0!,#DIV/0!,,,2019,,,,,,,,,,,,,,,,,,,,,,,,#NUM!,#NUM!,#NUM!,,,,,,,,,,,,,,,,,,,
,12936,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0279,white+red-silver,yellow+green,fortis,m,ad,4,1,13.55,,,13,,,11.75,,,,,,23.56,77,,,,,,,26.7,y,MOB,y,,n,y,,y,19,,13.55,13,11.75,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.55,13,11.75,RM (2019 Binder),BC,Binder_2019_P29,,,,,,,,,,,,,,,,
,12937,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0123,green+yellow-silver,red,scandens,m,ad,5,2,13.63,,,8.06,,,8.42,,,,,,22.97,73,,,,,,,23.1,y,MOB,y,,n,y,,y,19,,13.63,8.06,8.42,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.63,8.06,8.42,RM (2019 Binder),BC,Binder_2019_P56,,,,,,,,,,,,,,,,
,12938,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF5996,silver-orange,red+white,fuliginosa,f,ad,,3,8.56,,,6.78,,,6.91,,,,,,19.98,61,,,,,,,14.5,y,MOB,n,,n,y,,y,19,,8.56,6.78,6.91,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.56,6.78,6.91,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12939,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,2,LF0277,brown-silver,yellow+green,fortis,f,ad,,4,12.13,,,10.89,,,9.81,,,,,,20.91,67.5,,,,,,,21.9,y,MOB,n,,n,y,,y,19,,12.13,10.89,9.81,,,2019,,,,,,,,,,,,,,,,,,,,,,,,12.13,10.89,9.81,RM (2019 Binder),BC,Binder_2019_P22,,,,,,,,,,,,,,,,
,12940,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5997,silver-black,blue+red,fuliginosa,f,ad,,2,7.94,,,6.33,,,6.68,,,,,,17.87,61.5,,,,,,,13,y,MOB,y,,y,y,,y,20,Nostril a bit big,7.94,6.33,6.68,,,2019,,,,,,,,,,,,,,,,,,,,,,,,7.94,6.33,6.68,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12941,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0278,red+blue-silver,yellow,scandens,m,ad,1,1,13.56,,,8.48,,,7.74,,,,,,20.97,67,,,,,,,20,y,MOB,y,,n,y,,y,20,Missing claw L3,13.56,8.48,7.74,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.56,8.48,7.74,RM (2019 Binder),BC,Binder_2019_P57,,,,,,,,,,,,,,,,
,12942,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF0278,red+blue-silver,yellow,scandens,m,ad,1,1,13.68,,,9.02,,,7.73,,,,,,21.94,67,,,,,,,20,y,KML,y,,n,y,,y,20,Missing claw L3,13.68,9.02,7.73,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.68,9.02,7.73,,,,,,,,,,,,,,,,,,,
,12943,,2/23/19,Santa Cruz,El Garrapatero,Shire,Lowland,NA,,,1,LF5998,white-silver,green+yellow,fuliginosa,f,ad,,4,8.85,,,7,,,6.84,,,,,,20.13,60,,,,,,,14.4,y,MOB,n,,n,y,,y,20,,8.85,7,6.84,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.85,7,6.84,RM (2019 Binder),BC,Binder_2019_P49,,,,,,,,,,,,,,,,
,12944,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0272,,,fortis,f,ad,,2,13.85,,,12.97,,,11.64,,,,,,23.1,75,,,,,,,26.1,y,MOB,y,,y,y,,y,21,,13.85,12.97,11.64,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.85,12.97,11.64,RM (2019 Binder),BC,Binder_2019_P13,,,,,,,,,,,,,,,,
,12945,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0300,,,crassirostris,f,ad,,2,10.61,,,10.28,,,9.71,,,,,,27.61,81,,,,,,,30.6,y,MOB,y,,n,y,,y,21,,10.61,10.28,9.71,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.61,10.28,9.71,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12946,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,RHC497,,,crassirostris,f,ad,,2,10.03,,,10.59,,,9.2,,,,,,25.15,81,,,,,,,29.1,y,KG,y,,n,n,,y,21,,10.03,10.59,9.2,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.03,10.59,9.2,RM (2019 Binder),BC,Binder_2019_P09,,,,,,,,,,,,,,,,
,12947,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0299,,,crassirostris,f,ad,,3,10.07,,,10.3,,,9.61,,,,,,26.67,79,,,,,,,28.7,y,MOB,y,,n,n,,y,21,,10.07,10.3,9.61,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.07,10.3,9.61,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12948,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,RHC366,,,crassirostris,f,ad,,4,9.87,,,10.7,,,9.06,,,,,,25.35,78,,,,,,,27.1,y,KG,y,,n,n,,y,21,,9.87,10.7,9.06,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.87,10.7,9.06,RM (2019 Binder),BC,Binder_2019_P09,,,,,,,,,,,,,,,,
,12949,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0298,,,crassirostris,f,ad,,3,10.82,,,10.29,,,9.71,,,,,,26.53,78,,,,,,,32,y,MOB,y,,n,n,,y,21,,10.82,10.29,9.71,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.82,10.29,9.71,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12950,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0297,,,crassirostris,f,ad,,3,10.4,,,10.54,,,9.29,,,,,,27.14,80,,,,,,,29,,MOB,y,,y,n,24.4,y,21,R2 lost,10.4,10.54,9.29,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.4,10.54,9.29,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12951,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,PP1A329,,,scandens,f,ad,,4,13.25,,,8.72,,,8.3,,,,,,22.17,70,,,,,,,22,y,KG,y,,y,n,,y,21,,13.25,8.72,8.3,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.25,8.72,8.3,RM (2019 Binder),BC,Binder_2019_P56,,,,,,,,,,,,,,,,
,12952,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF5999,,,parvulus,f,ad,,4,7.64,,,6.28,,,6.06,,,,,,20.92,62,,,,,,,12,,MOB,y,,y,y,,y,21,,7.64,6.28,6.06,,,2019,,,,,,,,,,,,,,,,,,,,,,,,7.64,6.28,6.06,RM (2019 Binder),BC,Binder_2019_P55,,,,,,,,,,,,,,,,
,12953,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0296,,,crassirostris,f,ad,,3,10.39,,,10.86,,,9.55,,,,,,27.56,81,,,,,,,33.1,y,MOB,y,,y,y,,,21,Missing toe R4,10.39,10.86,9.55,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.39,10.86,9.55,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12954,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0295,,,crassirostris,f,ad,,4,10.48,,,10.65,,,9.55,,,,,,27.99,82,,,,,,,30.2,y,MOB,y,,n,n,,y,22,,10.48,10.65,9.55,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.48,10.65,9.55,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12955,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF6000,,,fuliginosa,f,ad,,3,8.47,,,7.1,,,6.73,,,,,,19.97,60,,,,,,,14.5,y,KG,y,,y,n,,y,22,,8.47,7.1,6.73,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.47,7.1,6.73,RM (2019 Binder),BC,Binder_2019_P41,,,,,,,,,,,,,,,,
,12956,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,PP1A483,,,crassirostris,m,ad,5,1,10.96,,,10.89,,,10.13,,,,,,28.67,84,,,,,,,31.1,y,MOB,y,,y,n,,y,22,,10.96,10.89,10.13,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.96,10.89,10.13,RM (2019 Binder),BC,Binder_2019_P09,,,,,,,,,,,,,,,,
,12957,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0294,,,crassirostris,f,ad,,2,10.69,,,10.67,,,9.29,,,,,,27.81,82,,,,,,,27.7,,MOB,?,,n,y,,y,22,,10.69,10.67,9.29,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.69,10.67,9.29,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12958,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0274,,,crassirostris,f,ad,,4,9.95,,,10.25,,,9.78,,,,,,25.54,79,,,,,,,27.7,y,MOB,y,,n,y,,y,22,Missing claw R3,9.95,10.25,9.78,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.95,10.25,9.78,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12959,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0293,,,fortis,m,ad,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,21.6,y,NA,y,,y,NA,26.6,y,22,Escaped,#DIV/0!,#DIV/0!,#DIV/0!,,,2019,,,,,,,,,,,,,,,,,,,,,,,,#NUM!,#NUM!,#NUM!,RM (2019 Binder),BC,Binder_2019_P14,,,,,,,,,,,,,,,,
,12960,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0292,,,crassirostris,m,ad,5,1,10.75,,,11.13,,,9.69,,,,,,28.89,84,,,,,,,30.2,y,KG,y,,r,n,,y,22,"L4 missing, poop bag pierced",10.75,11.13,9.69,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.75,11.13,9.69,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12961,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0291,,,fortis,m,ad,5,1,11.68,,,11.05,,,11.32,,,,,,21.49,63,,,,,,,18.7,y,KG,y,,y,y,,y,22,,11.68,11.05,11.32,,,2019,,,,,,,,,,,,,,,,,,,,,,,,11.68,11.05,11.32,RM (2019 Binder),BC,Binder_2019_P14,,,,,,,,,,,,,,,,
,12962,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0273,,,fortis,f,ad,,4,12.31,,,9.4,,,9.01,,,,,,21.26,68.5,,,,,,,21.2,y,MOB,?,,n,NA,,y,22,,12.31,9.4,9.01,,,2019,,,,,,,,,,,,,,,,,,,,,,,,12.31,9.4,9.01,RM (2019 Binder),BC,Binder_2019_P14,,,,,,,,,,,,,,,,
,12963,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0271,,,crassirostris,f,ad,,3,10.42,,,10.88,,,9.73,,,,,,27.56,80,,,,,,,29.2,y,KG,?,,y,n,,y,22,,10.42,10.88,9.73,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.42,10.88,9.73,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12964,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0290,,,crassirostris,f,ad,,4,10.53,,,10.6,,,9.72,,,,,,26.95,82,,,,,,,30.2,y,MOB,n,,y,n,28,y,23,,10.53,10.6,9.72,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.53,10.6,9.72,RM (2019 Binder),BC,Binder_2019_P06,,,,,,,,,,,,,,,,
,12965,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0269,,,scandens,?,j,,,13.99,,,8.98,,,8.3,,,,,,22.7,68.5,,,,,,,19.9,y,KG,n,,n,y,,y,23,,13.99,8.98,8.3,,,2019,,,,,,,,,,,,,,,,,,,,,,,,13.99,8.98,8.3,,,,,,,,,,,,,,,,,,,
,12966,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0275,,,crassirostris,f,ad,,4,10.37,,,10.27,,,9.64,,,,,,26.66,81.5,,,,,,,30.4,y,MOB,n,,n,y,,y,23,,10.37,10.27,9.64,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.37,10.27,9.64,RM (2019 Binder),BC,Binder_2019_P05,,,,,,,,,,,,,,,,
,12967,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF5955,,,parvulus,f,ad,,2,8.05,,,6.36,,,6.38,,,,,,20.91,61,,,,,,,12.6,y,MOB,n,,n,n,,y,23,,8.05,6.36,6.38,,,2019,,,,,,,,,,,,,,,,,,,,,,,,8.05,6.36,6.38,RM (2019 Binder),BC,Binder_2019_P54,,,,,,,,,,,,,,,,
,12968,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF0276,,,fortis,m,ad,5,2,11.3,,,11.38,,,9.97,,,,,,21.24,72,,,,,,,20.2,y,KG,n,,n,n,28.5,y,23,,11.3,11.38,9.97,,,2019,,,,,,,,,,,,,,,,,,,,,,,,11.3,11.38,9.97,RM (2019 Binder),BC,Binder_2019_P14,,,,,,,,,,,,,,,,
,12969,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1201,,,crassirostris,f,ad,,4,9.75,,,10.16,,,9.36,,,,,,24.22,79,,,,,,,27.6,y,MOB,n,,y,y,,y,23,,9.75,10.16,9.36,,,2019,,,,,,,,,,,,,,,,,,,,,,,,9.75,10.16,9.36,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
,12970,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1210,,,crassirostris,f,ad,,1,10.2,,,11.37,,,9.56,,,,,,25.86,67.5,,,,,,,27.9,y,KG,n,,r,n,,y,23,"Missing toe L4, R4",10.2,11.37,9.56,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.2,11.37,9.56,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
,12971,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1209,,,crassirostris,f,ad,,4,10.31,,,10.39,,,9.65,,,,,,27.8,80,,,,,,,30.4,y,MOB,n,,n,y,,y,23,,10.31,10.39,9.65,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.31,10.39,9.65,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
,12972,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1202,,,crassirostris,f,ad,,4,10.92,,,10.89,,,9.95,,,,,,28.82,82,,,,,,,30.1,y,KG,n,,r,n,,y,23,Missing toe L1,10.92,10.89,9.95,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.92,10.89,9.95,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
,12973,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1203,,,crassirostris,m,ad,5,3,10.8,,,11.35,,,9.9,,,,,,27.9,84,,,,,,,32,y,KG,n,,r,n,,y,23,,10.8,11.35,9.9,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.8,11.35,9.9,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
,12974,,2/24/19,Santa Cruz,Academy Bay,,Lowland,NA,,,1,LF1204,,,crassirostris,f,ad,,4,10.41,,,10.39,,,9.31,,,,,,25.15,81,,,,,,,27.2,y,MOB,n,,y,y,,y,24,,10.41,10.39,9.31,,,2019,,,,,,,,,,,,,,,,,,,,,,,,10.41,10.39,9.31,RM (2019 Binder),BC,Binder_2019_P07,,,,,,,,,,,,,,,,
