"","x"
"1333","NME5"
"1334","NME7"
"1335","NMRAL1"
"1336","NMUR1"
"1337","NOD1"
"1338","NOL7"
"1339","NOP16"
"1340","NOTCH2"
"1341","NPDC1"
"1342","NPHP3"
"1343","NPRL3"
"1344","NR1D2"
"1345","NR5A2"
"1346","NRDC"
"1347","NRP2"
"1348","NT5C3B"
"1349","NT5DC2"
"1350","NT5E"
"1351","NTMT1"
"1352","NTRK1"
"1353","NUBP2"
"1354","NUDC"
"1355","NUDCD2"
"1356","NUDT19"
"1357","NUDT5"
"1358","NUDT7"
"1359","NUP188"
"1360","NUP88"
"1361","NXPE3"
"1362","OAF"
"1363","OARD1"
"1364","OAT"
"1365","OBSCN"
"1366","OCIAD2"
"1367","OGFOD2"
"1368","OGFRL1"
"1369","OLAH"
"1370","OMG"
"1371","OPHN1"
"1372","OSBP"
"1373","OSBPL8"
"1374","OSGEPL1"
"1375","OSGIN2"
"1376","OTOA"
"1377","OXA1L"
"1378","P2RX4"
"1379","P2RY12"
"1380","P2RY13"
"1381","P2RY2"
"1382","P2RY6"
"1383","P3H3"
"1384","PACSIN2"
"1385","PAFAH2"
"1386","PALM"
"1387","PAM"
"1388","PAN2"
"1389","PANK3"
"1390","PANX2"
"1391","PAQR3"
"1392","PARD3"
"1393","PARK7"
"1394","PARPBP"
"1395","PARVA"
"1396","PASD1"
"1397","PBLD"
"1398","PCBP3"
"1399","PCDH19"
"1400","PCF11"
"1401","PCID2"
"1402","PCMTD2"
"1403","PCTP"
"1404","PCYT1A"
"1405","PDCL3"
"1406","PDE10A"
"1407","PDE1A"
"1408","PDE6D"
"1409","PDE8A"
"1410","PDIA3"
"1411","PDIA4"
"1412","PDIA5"
"1413","PDIA6"
"1414","PDRG1"
"1415","PDXP"
"1416","PEAK1"
"1417","PECAM1"
"1418","PER3"
"1419","PEX1"
"1420","PEX14"
"1421","PEX19"
"1422","PEX26"
"1423","PGD"
"1424","PGK1"
"1425","PGM2"
"1426","PGM2L1"
"1427","PGM3"
"1428","PGPEP1"
"1429","PHACTR3"
"1430","PHC2"
"1431","PI4K2A"
"1432","PIAS4"
"1433","PID1"
"1434","PIF1"
"1435","PIP4K2A"
"1436","PIP4P2"
"1437","PKIB"
"1438","PKP4"
"1439","PLA2G15"
"1440","PLA2G4A"
"1441","PLAGL1"
"1442","PLAT"
"1443","PLBD1"
"1444","PLCD1"
"1445","PLD1"
"1446","PLD4"
"1447","PLEKHA7"
"1448","PLEKHA8"
"1449","PLEKHD1"
"1450","PLEKHF2"
"1451","PLEKHG4"
"1452","PLEKHO2"
"1453","PLK3"
"1454","PLPPR1"
"1455","PLS1"
"1456","PLXNB2"
"1457","PLXNC1"
"1458","PMF1"
"1459","PMVK"
"1460","PNKP"
"1461","PNPLA2"
"1462","POGLUT2"
"1463","POGLUT3"
"1464","POLD2"
"1465","POLL"
"1466","POLQ"
"1467","POLR1E"
"1468","POLR2C"
"1469","POLR2E"
"1470","POLR3A"
"1471","POLR3D"
"1472","POMGNT2"
"1473","PPARG"
"1474","PPCDC"
"1475","PPDPF"
"1476","PPDPFL"
"1477","PPFIA1"
"1478","PPFIBP2"
"1479","PPIF"
"1480","PPL"
"1481","PPM1H"
"1482","PPOX"
"1483","PPP1CC"
"1484","PPP1R13B"
"1485","PPP1R21"
"1486","PPP2R5D"
"1487","PPP6C"
"1488","PRCP"
"1489","PRDM16"
"1490","PRDM5"
"1491","PRELID1"
"1492","PRELID3A"
"1493","PRELID3B"
"1494","PRKAG1"
"1495","PROK2"
"1496","PRORP"
"1497","PRPF4"
"1498","PRSS23"
"1499","PRSS57"
"1500","PSAP"
"1501","PSD3"
"1502","PSEN2"
"1503","PSMB3"
"1504","PSMD10"
"1505","PSMD3"
"1506","PSPH"
"1507","PSTPIP2"
"1508","PTGFRN"
"1509","PTGR1"
"1510","PTGS2"
"1511","PTP4A3"
"1512","PTPN12"
"1513","PTPN14"
"1514","PTPRF"
"1515","PTPRG"
"1516","PTPRK"
"1517","PTPRO"
"1518","PTPRU"
"1519","PTTG1IP"
"1520","PWWP2B"
"1521","PWWP3A"
"1522","PXN"
"1523","PYGO2"
"1524","PYROXD2"
"1525","QPCT"
"1526","R3HCC1"
"1527","R3HDM2"
"1528","RAB11FIP3"
"1529","RAB11FIP4"
"1530","RAB17"
"1531","RAB20"
"1532","RAB24"
"1533","RAB29"
"1534","RAB31"
"1535","RAB32"
"1536","RAB33A"
"1537","RAB39A"
"1538","RAB3B"
"1539","RAB40C"
"1540","RAB7B"
"1541","RAC1"
"1542","RAI1"
"1543","RAI14"
"1544","RAMP2"
"1545","RAP1GDS1"
"1546","RARG"
"1547","RASSF2"
"1548","RAX2"
"1549","RBBP7"
"1550","RBBP8NL"
"1551","RBFA"
"1552","RBKS"
"1553","RBM25"
"1554","RBM41"
"1555","RBM47"
"1556","RBM48"
"1557","RBMS1"
"1558","RBP4"
"1559","RCBTB1"
"1560","RCC1"
"1561","REEP2"
"1562","REEP5"
"1563","REP15"
"1564","REXO1"
"1565","RFTN2"
"1566","RFX2"
"1567","RGS10"
"1568","RGS12"
"1569","RHNO1"
"1570","RHOB"
"1571","RHOBTB3"
"1572","RHOQ"
"1573","RIMS4"
"1574","RIPK2"
"1575","RNASEL"
"1576","RNASET2"
"1577","RNF121"
"1578","RNF128"
"1579","RNF149"
"1580","RNF150"
"1581","RNF41"
"1582","RNFT1"
"1583","RNPEP"
"1584","RP2"
"1585","RPE65"
"1586","RPN2"
"1587","RPRML"
"1588","RPS20"
"1589","RPS6KA3"
"1590","RRP7A"
"1591","RTKN2"
"1592","RUBCN"
"1593","RXRA"
"1594","S100A10"
"1595","S1PR2"
"1596","SAA2"
"1597","SAMD12"
"1598","SAMD15"
"1599","SAR1A"
"1600","SARS1"
"1601","SASH1"
"1602","SATB2"
"1603","SAV1"
"1604","SBF2"
"1605","SBNO2"
"1606","SCAMP4"
"1607","SCML2"
"1608","SCNN1A"
"1609","SCUBE2"
"1610","SDCCAG8"
"1611","SDHAF2"
"1612","SEC24A"
"1613","SEC24C"
"1614","SEC24D"
"1615","SEC61A2"
"1616","SEC63"
"1617","SELENOI"
"1618","SEMA3C"
"1619","SEMA4D"
"1620","SEMA6C"
"1621","SENP2"
"1622","SEPTIN12"
"1623","SEPTIN3"
"1624","SEPTIN8"
"1625","SERINC2"
"1626","SERPINE2"
"1627","SERPINI1"
"1628","SERTM1"
"1629","SESTD1"
"1630","SF3A3"
"1631","SF3B2"
"1632","SFN"
"1633","SGCG"
"1634","SGK2"
"1635","SGSH"
"1636","SH3D19"
"1637","SH3GL1"
"1638","SH3PXD2B"
"1639","SH3RF3"
"1640","SH3TC2"
"1641","SH3YL1"
"1642","SHC3"
"1643","SHISA2"
"1644","SIAE"
"1645","SIDT2"
"1646","SIK1"
"1647","SKAP2"
"1648","SLAIN1"
"1649","SLC10A7"
"1650","SLC12A5"
"1651","SLC12A9"
"1652","SLC15A2"
"1653","SLC15A4"
"1654","SLC16A10"
"1655","SLC16A3"
"1656","SLC16A7"
"1657","SLC16A8"
"1658","SLC22A5"
"1659","SLC24A4"
"1660","SLC25A14"
"1661","SLC25A26"
"1662","SLC25A29"
"1663","SLC25A42"
"1664","SLC28A2"
"1665","SLC29A3"
"1666","SLC2A1"
"1667","SLC2A10"
"1668","SLC2A13"
"1669","SLC2A6"
"1670","SLC30A7"
"1671","SLC33A1"
"1672","SLC35B1"
"1673","SLC35F2"
"1674","SLC35F5"
"1675","SLC35F6"
"1676","SLC37A2"
"1677","SLC38A8"
"1678","SLC39A11"
"1679","SLC43A3"
"1680","SLC44A1"
"1681","SLC46A2"
"1682","SLC49A3"
"1683","SLC4A2"
"1684","SLC4A9"
"1685","SLC8A1"
"1686","SLCO2B1"
"1687","SLCO4C1"
"1688","SMAD1"
"1689","SMAD3"
"1690","SMAP1"
"1691","SMG7"
"1692","SMIM13"
"1693","SMPD4"
"1694","SMPDL3A"
"1695","SMPDL3B"
"1696","SMYD1"
"1697","SNRNP48"
"1698","SNRPD1"
"1699","SNRPG"
"1700","SNX1"
"1701","SNX18"
"1702","SNX20"
"1703","SNX6"
"1704","SNX7"
"1705","SOAT1"
"1706","SOCS3"
"1707","SOD1"
"1708","SORBS2"
"1709","SOX4"
"1710","SPAG8"
"1711","SPART"
"1712","SPATA1"
"1713","SPATA13"
"1714","SPATA17"
"1715","SPATA18"
"1716","SPATA7"
"1717","SPI1"
"1718","SPICE1"
"1719","SPIDR"
"1720","SPP1"
"1721","SPPL2B"
"1722","SPRED2"
"1723","SPRYD3"
"1724","SPTBN5"
"1725","SQOR"
"1726","SRA1"
"1727","SRD5A1"
"1728","SRD5A3"
"1729","SRGN"
"1730","SRI"
"1731","SRPX"
"1732","SRSF3"
"1733","SSR3"
"1734","SSRP1"
"1735","ST6GALNAC5"
"1736","ST6GALNAC6"
"1737","ST8SIA6"
"1738","STARD13"
"1739","STARD3"
"1740","STARD5"
"1741","STEAP4"
"1742","STK17A"
"1743","STK25"
"1744","STK36"
"1745","STK39"
"1746","STOM"
"1747","STRIP1"
"1748","STRN"
"1749","STX19"
"1750","STXBP5"
"1751","STXBP6"
"1752","SUCLA2"
"1753","SUCLG2"
"1754","SUCO"
"1755","SUPT5H"
"1756","SVOP"
"1757","SWI5"
"1758","SYNE2"
"1759","SYNJ2"
"1760","SYNPR"
"1761","SYPL2"
"1762","SYT7"
"1763","SYT9"
"1764","TAB1"
"1765","TAF15"
"1766","TAMM41"
"1767","TANGO6"
"1768","TANK"
"1769","TASOR"
"1770","TATDN3"
"1771","TBC1D14"
"1772","TBC1D16"
"1773","TBC1D19"
"1774","TBC1D20"
"1775","TBC1D22A"
"1776","TBC1D5"
"1777","TCF15"
"1778","TCF24"
"1779","TCFL5"
"1780","TCIM"
"1781","TCTEX1D2"
"1782","TCTN1"
"1783","TCTN3"
"1784","TDP2"
"1785","TEAD4"
"1786","TEC"
"1787","TECR"
"1788","TEKT1"
"1789","TENT5A"
"1790","TEPSIN"
"1791","TERB2"
"1792","TERF2"
"1793","TERT"
"1794","TES"
"1795","TEX10"
"1796","TEX12"
"1797","TFDP2"
"1798","TFEC"
"1799","TGFBI"
"1800","TGFBR1"
"1801","TGM4"
"1802","THG1L"
"1803","THOC5"
"1804","THY1"
"1805","TICAM1"
"1806","TIMP2"
"1807","TIPARP"
"1808","TKT"
"1809","TLCD3A"
"1810","TLDC2"
"1811","TLK1"
"1812","TLR4"
"1813","TLX1"
"1814","TM4SF18"
"1815","TM6SF1"
"1816","TMBIM1"
"1817","TMEM109"
"1818","TMEM129"
"1819","TMEM131L"
"1820","TMEM14A"
"1821","TMEM164"
"1822","TMEM169"
"1823","TMEM182"
"1824","TMEM200B"
"1825","TMEM215"
"1826","TMEM260"
"1827","TMEM273"
"1828","TMEM33"
"1829","TMEM54"
"1830","TMEM69"
"1831","TMEM74"
"1832","TMEM81"
"1833","TMEM9"
"1834","TMEM97"
"1835","TMF1"
"1836","TNFRSF18"
"1837","TNFRSF1A"
"1838","TNFSF15"
"1839","TNIP2"
"1840","TNIP3"
"1841","TNNI2"
"1842","TNPO3"
"1843","TNRC18"
"1844","TOMM34"
"1845","TOR2A"
"1846","TP53BP2"
"1847","TPD52"
"1848","TPGS1"
"1849","TPM3"
"1850","TPPP"
"1851","TPPP3"
"1852","TRAF2"
"1853","TRAF3IP2"
"1854","TRAK1"
"1855","TRAPPC4"
"1856","TRAPPC6B"
"1857","TRDMT1"
"1858","TREM2"
"1859","TRIAP1"
"1860","TRIB1"
"1861","TRIM54"
"1862","TRIO"
"1863","TRMT10C"
"1864","TRMT5"
"1865","TRMT61A"
"1866","TRMT9B"
"1867","TRNAC-GCA-10"
"1868","TRNAF-GAA-2"
"1869","TRNAR-CCU"
"1870","TRNAV-CAC-3"
"1871","TRPA1"
"1872","TRPM7"
"1873","TSKU"
"1874","TSNAX"
"1875","TSPAN1"
"1876","TSPAN10"
"1877","TSPAN13"
"1878","TSPAN14"
"1879","TSPAN15"
"1880","TSPAN2"
"1881","TSPAN33"
"1882","TSPAN4"
"1883","TTC13"
"1884","TTC19"
"1885","TTC39A"
"1886","TTC7A"
"1887","TTF2"
"1888","TTLL1"
"1889","TTLL11"
"1890","TTYH2"
"1891","TTYH3"
"1892","TUBA8"
"1893","TUBE1"
"1894","TUBGCP6"
"1895","TWISTNB"
"1896","TXNDC11"
"1897","TXNDC17"
"1898","TYRO3"
"1899","TYW3"
"1900","UBA1"
"1901","UBA3"
"1902","UBA5"
"1903","UBE2N"
"1904","UBL3"
"1905","UBXN2B"
"1906","UCHL5"
"1907","UGDH"
"1908","UGGT2"
"1909","UGP2"
"1910","UGT8"
"1911","UHRF1BP1"
"1912","UNC93B1"
"1913","UPK1B"
"1914","UROD"
"1915","UROS"
"1916","USB1"
"1917","USO1"
"1918","USP12"
"1919","USP19"
"1920","USP39"
"1921","USP43"
"1922","USP6NL"
"1923","UTP11"
"1924","UTP18"
"1925","VCAM1"
"1926","VCAN"
"1927","VDAC1"
"1928","VDAC3"
"1929","VIL1"
"1930","VPS13C"
"1931","VPS36"
"1932","VPS37B"
"1933","VPS51"
"1934","VPS9D1"
"1935","VWA5B1"
"1936","VWF"
"1937","WASF2"
"1938","WDFY2"
"1939","WDFY3"
"1940","WDR25"
"1941","WDR54"
"1942","WDR66"
"1943","WDR86"
"1944","WLS"
"1945","WNK4"
"1946","WNT5B"
"1947","WNT8B"
"1948","WTIP"
"1949","WWTR1"
"1950","XCR1"
"1951","XDH"
"1952","XIAP"
"1953","XRCC6"
"1954","YAE1"
"1955","YAF2"
"1956","YRDC"
"1957","YTHDF1"
"1958","YWHAB"
"1959","YWHAQ"
"1960","ZBTB2"
"1961","ZBTB42"
"1962","ZBTB6"
"1963","ZC3H11A"
"1964","ZC3H14"
"1965","ZC3H3"
"1966","ZC3H7B"
"1967","ZC3HC1"
"1968","ZCCHC2"
"1969","ZDHHC1"
"1970","ZDHHC14"
"1971","ZDHHC16"
"1972","ZDHHC20"
"1973","ZEB2"
"1974","ZFAND2A"
"1975","ZFP91"
"1976","ZNF276"
"1977","ZNF277"
"1978","ZNF367"
"1979","ZNF518B"
"1980","ZNF710"
"1981","ZSWIM8"
